Date,Location,region,measureid,fractionid,viral_load,seven_day_rolling_avg,pruid
2021-12-08,Montreal North,Montreal,covN2,solid,116.06102,75.7562575,24
2021-12-11,Montreal North,Montreal,covN2,solid,33.467815,74.7644175,24
2021-08-04,North Battleford,North Battleford,covN2,mixed,0.87,0.87,47
2021-08-06,North Battleford,North Battleford,covN2,mixed,0,0.435,47
2021-12-15,Montreal North,Montreal,covN2,solid,58.93205,46.1999325,24
2021-12-18,Montreal North,Montreal,covN2,solid,102.219125,80.5755875,24
2021-12-22,Montreal North,Montreal,covN2,solid,264.418585,183.318855,24
2021-12-25,Montreal North,Montreal,covN2,solid,140.401695,202.41014,24
2021-12-29,Montreal North,Montreal,covN2,solid,463.384685,301.89319,24
2022-01-01,Montreal North,Montreal,covN2,solid,223.10267,343.2436775,24
2022-01-06,Montreal North,Montreal,covN2,solid,236.833045,229.9678575,24
2022-01-08,Montreal North,Montreal,covN2,solid,147.060455,191.94675,24
2022-01-12,Montreal North,Montreal,covN2,solid,354.32266,246.072053333333,24
2022-01-15,Montreal North,Montreal,covN2,solid,225.239365,289.7810125,24
2022-01-19,Montreal North,Montreal,covN2,solid,124.182275,174.71082,24
2022-01-22,Montreal North,Montreal,covN2,solid,366.635815,245.409045,24
2022-01-26,Montreal North,Montreal,covN2,solid,65.0872,215.8615075,24
2022-01-29,Montreal North,Montreal,covN2,solid,50.54995,57.818575,24
2022-02-02,Montreal North,Montreal,covN2,solid,74.998295,62.7741225,24
2022-02-05,Montreal North,Montreal,covN2,solid,35.162205,55.08025,24
2022-02-09,Montreal North,Montreal,covN2,solid,15.37021,25.2662075,24
2022-02-12,Montreal North,Montreal,covN2,solid,18.261495,16.8158525,24
2022-02-19,Montreal North,Montreal,covN2,solid,8.697645,8.697645,24
2022-02-23,Montreal North,Montreal,covN2,solid,10.66746,9.6825525,24
2022-02-26,Montreal North,Montreal,covN2,solid,6.486035,8.5767475,24
2022-03-02,Montreal North,Montreal,covN2,solid,31.89836,19.1921975,24
2022-03-03,Montreal North,Montreal,covN2,solid,6.1267725,14.8370558333333,24
2022-03-05,Montreal North,Montreal,covN2,solid,6.477345,14.8341591666667,24
2022-03-07,Montreal North,Montreal,covN2,solid,6.2148775,12.67933875,24
2022-03-09,Montreal North,Montreal,covN2,solid,5.62516,6.11103875,24
2022-03-11,Montreal North,Montreal,covN2,solid,15.85069,8.542018125,24
2022-03-12,Montreal North,Montreal,covN2,solid,19.320095,11.752705625,24
2022-03-15,Montreal North,Montreal,covN2,solid,5.9737975,11.692435625,24
2022-03-16,Montreal North,Montreal,covN2,solid,7.215335,12.089979375,24
2022-03-19,Montreal North,Montreal,covN2,solid,3.11755166666667,5.43556138888889,24
2022-03-23,Montreal North,Montreal,covN2,solid,6.855885,4.98671833333333,24
2022-03-26,Montreal North,Montreal,covN2,solid,6.142265,6.499075,24
2022-03-27,Montreal North,Montreal,covN2,solid,5.479805,6.15931833333333,24
2022-03-30,Montreal North,Montreal,covN2,solid,157.783975,56.4686816666667,24
2022-04-02,Montreal North,Montreal,covN2,solid,16.89946,60.0544133333333,24
2022-04-03,Montreal North,Montreal,covN2,solid,50.8198325,75.1677558333333,24
2022-04-06,Montreal North,Montreal,covN2,solid,36.061125,34.5934725,24
2022-04-07,Montreal North,Montreal,covN2,solid,43.8812475,36.91541625,24
2022-04-09,Montreal North,Montreal,covN2,solid,54.10838,46.21764625,24
2022-04-11,Montreal North,Montreal,covN2,solid,18.7168775,38.1919075,24
2022-04-13,Montreal North,Montreal,covN2,solid,30.762665,36.8672925,24
2022-04-15,Montreal North,Montreal,covN2,solid,28.06684,32.913690625,24
2022-04-16,Montreal North,Montreal,covN2,solid,19.72439,24.317693125,24
2022-04-19,Montreal North,Montreal,covN2,solid,46.63929,31.29829625,24
2022-04-20,Montreal North,Montreal,covN2,solid,17.81423,28.0611875,24
2022-04-23,Montreal North,Montreal,covN2,solid,22.35661,28.93671,24
2022-04-27,Montreal North,Montreal,covN2,solid,101.807331666667,62.0819708333333,24
2022-04-30,Montreal North,Montreal,covN2,solid,14.60116,58.2042458333333,24
2022-05-01,Montreal North,Montreal,covN2,solid,13.5604575,43.3229830555556,24
2022-05-03,Montreal North,Montreal,covN2,solid,35.584465,41.3883535416667,24
2022-05-04,Montreal North,Montreal,covN2,solid,10.837005,18.645771875,24
2022-05-07,Montreal North,Montreal,covN2,solid,21.3660883333333,20.3370039583333,24
2022-05-11,Montreal North,Montreal,covN2,solid,10.642735,16.0044116666667,24
2022-05-14,Montreal North,Montreal,covN2,solid,12.259545,11.45114,24
2022-05-15,Montreal North,Montreal,covN2,solid,8.4000475,10.4341091666667,24
2022-05-18,Montreal North,Montreal,covN2,solid,0.9531,7.20423083333333,24
2022-05-19,Montreal North,Montreal,covN2,solid,27.2626575,12.2188375,24
2022-05-21,Montreal North,Montreal,covN2,solid,12.59774,12.30338625,24
2022-05-23,Montreal North,Montreal,covN2,solid,9.94139,12.688721875,24
2022-05-25,Montreal North,Montreal,covN2,solid,53.94246,25.936061875,24
2022-05-27,Montreal North,Montreal,covN2,solid,31.5494925,27.007770625,24
2022-05-28,Montreal North,Montreal,covN2,solid,15.30425,27.684398125,24
2022-05-31,Montreal North,Montreal,covN2,solid,46.2034725,36.74991875,24
2022-06-01,Montreal North,Montreal,covN2,solid,18.199005,27.814055,24
2022-06-04,Montreal North,Montreal,covN2,solid,31.483345,31.9619408333333,24
2022-06-08,Montreal North,Montreal,covN2,solid,38.69087,35.0871075,24
2022-06-11,Montreal North,Montreal,covN2,solid,51.52584,45.108355,24
2022-06-12,Montreal North,Montreal,covN2,solid,119.1510725,69.7892608333333,24
2022-06-15,Montreal North,Montreal,covN2,solid,24.4176,65.0315041666667,24
2022-06-16,Montreal North,Montreal,covN2,solid,19.0456525,53.53504125,24
2022-06-18,Montreal North,Montreal,covN2,solid,11.53394,43.53706625,24
2022-06-20,Montreal North,Montreal,covN2,solid,10.943645,16.485209375,24
2022-06-22,Montreal North,Montreal,covN2,solid,17.23711,14.690086875,24
2022-06-24,Montreal North,Montreal,covN2,solid,19.423005,14.784425,24
2022-06-25,Montreal North,Montreal,covN2,solid,20.31936,16.98078,24
2022-06-28,Montreal North,Montreal,covN2,solid,21.420645,19.60003,24
2022-06-30,Montreal North,Montreal,covN2,solid,63.97931,31.28558,24
2022-07-02,Montreal North,Montreal,covN2,solid,25.1271933333333,36.8423827777778,24
2022-07-06,Montreal North,Montreal,covN2,solid,40.8479283333333,43.3181438888889,24
2022-07-09,Montreal North,Montreal,covN2,solid,50.624025,45.7359766666667,24
2022-07-10,Montreal North,Montreal,covN2,solid,69.9356175,53.8025236111111,24
2022-07-13,Montreal North,Montreal,covN2,solid,82.75047,67.7700375,24
2022-07-14,Montreal North,Montreal,covN2,solid,40.320285,60.907599375,24
2022-07-16,Montreal North,Montreal,covN2,solid,49.585425,60.647949375,24
2022-07-18,Montreal North,Montreal,covN2,solid,75.3944525,62.012658125,24
2022-07-20,Montreal North,Montreal,covN2,solid,43.71091,52.252768125,24
2022-07-23,Montreal North,Montreal,covN2,solid,42.287935,53.7977658333333,24
2022-07-27,Montreal North,Montreal,covN2,solid,10.665725,26.47683,24
2022-07-30,Montreal North,Montreal,covN2,solid,16.1775,13.4216125,24
2022-08-03,Montreal North,Montreal,covN2,solid,5.586815,10.8821575,24
2022-08-06,Montreal North,Montreal,covN2,solid,9.98389,7.7853525,24
2022-08-10,Montreal North,Montreal,covN2,solid,9.93608,9.959985,24
2022-08-13,Montreal North,Montreal,covN2,solid,7.80098,8.86853,24
2022-08-17,Montreal North,Montreal,covN2,solid,28.23922,18.0201,24
2022-08-20,Montreal North,Montreal,covN2,solid,4.627295,16.4332575,24
2022-08-24,Montreal North,Montreal,covN2,solid,22.196035,13.411665,24
2022-08-27,Montreal North,Montreal,covN2,solid,11.994255,17.095145,24
2022-08-31,Montreal North,Montreal,covN2,solid,28.501765,20.24801,24
2022-09-03,Montreal North,Montreal,covN2,solid,17.64319,23.0724775,24
2022-09-07,Montreal North,Montreal,covN2,solid,47.26325,32.45322,24
2022-09-10,Montreal North,Montreal,covN2,solid,35.59293,41.42809,24
2022-09-14,Montreal North,Montreal,covN2,solid,1.450015,18.5214725,24
2022-09-17,Montreal North,Montreal,covN2,solid,3.67245,2.5612325,24
2022-09-21,Montreal North,Montreal,covN2,solid,3.79276,3.732605,24
2022-09-24,Montreal North,Montreal,covN2,solid,13.318715,8.5557375,24
2022-09-25,Montreal North,Montreal,covN2,solid,3.21403,6.77516833333333,24
2022-09-26,Montreal North,Montreal,covN2,solid,15.67139,8.99922375,24
2022-09-27,Montreal North,Montreal,covN2,solid,30.60698,13.320775,24
2022-09-28,Montreal North,Montreal,covN2,solid,10.641805,14.690584,24
2022-09-29,Montreal North,Montreal,covN2,solid,23.982345,16.2392108333333,24
2022-10-01,Montreal North,Montreal,covN2,solid,3.783875,14.6500708333333,24
2022-10-02,Montreal North,Montreal,covN2,solid,7.50176,15.3646925,24
2022-10-03,Montreal North,Montreal,covN2,solid,5.610245,13.687835,24
2022-10-04,Montreal North,Montreal,covN2,solid,28.815565,13.3892658333333,24
2022-10-05,Montreal North,Montreal,covN2,solid,7.38946,12.8472083333333,24
2022-10-06,Montreal North,Montreal,covN2,solid,37.306945,15.067975,24
2022-10-08,Montreal North,Montreal,covN2,solid,25.835185,18.7431933333333,24
2022-10-09,Montreal North,Montreal,covN2,solid,34.9038,23.3102,24
2022-10-10,Montreal North,Montreal,covN2,solid,18.28613,25.4228475,24
2022-10-11,Montreal North,Montreal,covN2,solid,19.879725,23.9335408333333,24
2022-10-12,Montreal North,Montreal,covN2,solid,25.65922,26.9785008333333,24
2022-10-13,Montreal North,Montreal,covN2,solid,40.772735,27.5561325,24
2022-10-15,Montreal North,Montreal,covN2,solid,18.41297,26.3190966666667,24
2021-08-10,North Battleford,North Battleford,covN2,mixed,0.73,0.533333333333333,47
2021-08-12,North Battleford,North Battleford,covN2,mixed,2.29,1.00666666666667,47
2021-08-17,North Battleford,North Battleford,covN2,mixed,3.14,2.715,47
2021-08-20,North Battleford,North Battleford,covN2,mixed,25.68,14.41,47
2021-08-28,North Battleford,North Battleford,covN2,mixed,12.36,12.36,47
2021-08-30,North Battleford,North Battleford,covN2,mixed,11.39,11.875,47
2021-09-01,North Battleford,North Battleford,covN2,mixed,103.9,42.55,47
2021-09-03,North Battleford,North Battleford,covN2,mixed,19.53,36.795,47
2021-09-07,North Battleford,North Battleford,covN2,mixed,16.94,46.79,47
2021-09-09,North Battleford,North Battleford,covN2,mixed,18.98,18.4833333333333,47
2021-09-14,North Battleford,North Battleford,covN2,mixed,35.04,27.01,47
2021-09-16,North Battleford,North Battleford,covN2,mixed,79.18,57.11,47
2021-09-23,North Battleford,North Battleford,covN2,mixed,16,16,47
2021-09-25,North Battleford,North Battleford,covN2,mixed,16.2,16.1,47
2021-09-27,North Battleford,North Battleford,covN2,mixed,21.36,17.8533333333333,47
2021-09-29,North Battleford,North Battleford,covN2,mixed,31.27,21.2075,47
2021-10-01,North Battleford,North Battleford,covN2,mixed,54.7,30.8825,47
2021-10-03,North Battleford,North Battleford,covN2,mixed,48.95,39.07,47
2021-10-05,North Battleford,North Battleford,covN2,mixed,95,57.48,47
2021-10-07,North Battleford,North Battleford,covN2,mixed,33.12,57.9425,47
2021-10-09,North Battleford,North Battleford,covN2,mixed,54.15,57.805,47
2021-10-12,North Battleford,North Battleford,covN2,mixed,12.69,33.32,47
2021-10-14,North Battleford,North Battleford,covN2,mixed,28.86,31.9,47
2021-10-16,North Battleford,North Battleford,covN2,mixed,49.08,30.21,47
2021-10-19,North Battleford,North Battleford,covN2,mixed,6.94,28.2933333333333,47
2021-10-21,North Battleford,North Battleford,covN2,mixed,3.84,19.9533333333333,47
2021-10-22,North Battleford,North Battleford,covN2,mixed,6.68,16.635,47
2021-10-25,North Battleford,North Battleford,covN2,mixed,8.2,6.415,47
2021-10-27,North Battleford,North Battleford,covN2,mixed,19.63,9.5875,47
2021-10-29,North Battleford,North Battleford,covN2,mixed,15.6,14.4766666666667,47
2021-11-02,North Battleford,North Battleford,covN2,mixed,3.75,12.9933333333333,47
2021-11-04,North Battleford,North Battleford,covN2,mixed,4.9,8.08333333333333,47
2021-11-06,North Battleford,North Battleford,covN2,mixed,2.62,3.75666666666667,47
2021-11-10,North Battleford,North Battleford,covN2,mixed,1.53,3.01666666666667,47
2021-11-12,North Battleford,North Battleford,covN2,mixed,3.57,2.57333333333333,47
2021-11-15,North Battleford,North Battleford,covN2,mixed,2.88,2.66,47
2021-11-17,North Battleford,North Battleford,covN2,mixed,8.91,5.12,47
2021-11-19,North Battleford,North Battleford,covN2,mixed,2.39,4.72666666666667,47
2021-11-21,North Battleford,North Battleford,covN2,mixed,1.69,3.9675,47
2021-11-22,North Battleford,North Battleford,covN2,mixed,0,3.2475,47
2021-11-24,North Battleford,North Battleford,covN2,mixed,0,1.02,47
2022-10-16,Montreal North,Montreal,covN2,solid,16.675125,23.2809841666667,24
2022-10-17,Montreal North,Montreal,covN2,solid,31.414855,25.469105,24
2022-10-18,Montreal North,Montreal,covN2,solid,27.422965,26.7263116666667,24
2022-10-19,Montreal North,Montreal,covN2,solid,23.17662,26.312545,24
2022-10-20,Montreal North,Montreal,covN2,solid,11.75503,21.4762608333333,24
2022-10-22,Montreal North,Montreal,covN2,solid,46.30891,26.1255841666667,24
2022-10-23,Montreal North,Montreal,covN2,solid,15.15182,25.8717,24
2022-10-24,Montreal North,Montreal,covN2,solid,74.512075,33.05457,24
2022-10-26,Montreal North,Montreal,covN2,solid,12.787005,32.102968,24
2022-10-29,Montreal North,Montreal,covN2,solid,13.781325,29.05805625,24
2022-11-02,Montreal North,Montreal,covN2,solid,46.278315,30.02982,24
2022-11-05,Montreal North,Montreal,covN2,solid,56.71594,51.4971275,24
2022-11-09,Montreal North,Montreal,covN2,solid,23.29964,40.00779,24
2022-11-12,Montreal North,Montreal,covN2,solid,9.933885,16.6167625,24
2022-11-16,Montreal North,Montreal,covN2,solid,18.56576,14.2498225,24
2022-11-19,Montreal North,Montreal,covN2,solid,18.34882,18.45729,24
2022-11-23,Montreal North,Montreal,covN2,solid,24.71668,21.53275,24
2022-11-26,Montreal North,Montreal,covN2,solid,17.78107,21.248875,24
2022-11-30,Montreal North,Montreal,covN2,solid,29.851785,23.8164275,24
2022-12-03,Montreal North,Montreal,covN2,solid,24.95575,27.4037675,24
2022-12-07,Montreal North,Montreal,covN2,solid,46.6409,35.798325,24
2021-11-26,North Battleford,North Battleford,covN2,mixed,0,0.4225,47
2021-11-29,North Battleford,North Battleford,covN2,mixed,1.79,0.596666666666667,47
2021-12-01,North Battleford,North Battleford,covN2,mixed,3.64,1.81,47
2021-12-04,North Battleford,North Battleford,covN2,mixed,1.07,2.16666666666667,47
2021-12-07,North Battleford,North Battleford,covN2,mixed,0.36,1.69,47
2021-12-09,North Battleford,North Battleford,covN2,mixed,4.07,1.83333333333333,47
2021-12-11,North Battleford,North Battleford,covN2,mixed,2.16,2.19666666666667,47
2021-12-15,North Battleford,North Battleford,covN2,mixed,0.53,2.25333333333333,47
2021-12-17,North Battleford,North Battleford,covN2,mixed,2.48,1.72333333333333,47
2021-12-19,North Battleford,North Battleford,covN2,mixed,0.91,1.30666666666667,47
2021-12-29,North Battleford,North Battleford,covN2,mixed,8.8,8.8,47
2022-01-01,North Battleford,North Battleford,covN2,mixed,18.25,13.525,47
2022-01-03,North Battleford,North Battleford,covN2,mixed,23.79,16.9466666666667,47
2022-01-05,North Battleford,North Battleford,covN2,mixed,6.36,16.1333333333333,47
2022-01-07,North Battleford,North Battleford,covN2,mixed,6.73,13.7825,47
2022-01-09,North Battleford,North Battleford,covN2,mixed,18.52,13.85,47
2022-01-10,North Battleford,North Battleford,covN2,mixed,71.06,25.6675,47
2022-01-12,North Battleford,North Battleford,covN2,mixed,106.28,50.6475,47
2022-01-14,North Battleford,North Battleford,covN2,mixed,43.52,59.845,47
2022-01-17,North Battleford,North Battleford,covN2,mixed,5.53,51.7766666666667,47
2022-01-19,North Battleford,North Battleford,covN2,mixed,150.56,66.5366666666667,47
2022-01-21,North Battleford,North Battleford,covN2,mixed,126.77,94.2866666666667,47
2022-01-24,North Battleford,North Battleford,covN2,mixed,97.08,124.803333333333,47
2022-01-26,North Battleford,North Battleford,covN2,mixed,118.72,114.19,47
2022-01-28,North Battleford,North Battleford,covN2,mixed,32.49,82.7633333333333,47
2022-01-31,North Battleford,North Battleford,covN2,mixed,60.53,70.58,47
2022-02-02,North Battleford,North Battleford,covN2,mixed,67.45,53.49,47
2022-02-04,North Battleford,North Battleford,covN2,mixed,63.69,63.89,47
2022-02-07,North Battleford,North Battleford,covN2,mixed,4.36,45.1666666666667,47
2022-02-09,North Battleford,North Battleford,covN2,mixed,105.27,57.7733333333333,47
2022-02-11,North Battleford,North Battleford,covN2,mixed,63.86,57.83,47
2022-02-14,North Battleford,North Battleford,covN2,mixed,61.47,76.8666666666667,47
2022-02-16,North Battleford,North Battleford,covN2,mixed,31.49,52.2733333333333,47
2022-02-22,North Battleford,North Battleford,covN2,mixed,72.12,51.805,47
2022-02-23,North Battleford,North Battleford,covN2,mixed,27.21,49.665,47
2022-02-25,North Battleford,North Battleford,covN2,mixed,111.27,70.2,47
2022-02-26,North Battleford,North Battleford,covN2,mixed,122.6,83.3,47
2022-02-28,North Battleford,North Battleford,covN2,mixed,62.18,79.076,47
2022-03-02,North Battleford,North Battleford,covN2,mixed,22.85,79.725,47
2022-03-05,North Battleford,North Battleford,covN2,mixed,98.68,61.2366666666667,47
2022-03-07,North Battleford,North Battleford,covN2,mixed,121.99,81.1733333333333,47
2022-03-09,North Battleford,North Battleford,covN2,mixed,41.08,87.25,47
2022-03-11,North Battleford,North Battleford,covN2,mixed,36.44,74.5475,47
2022-03-14,North Battleford,North Battleford,covN2,mixed,59.41,45.6433333333333,47
2022-03-16,North Battleford,North Battleford,covN2,mixed,54.78,50.21,47
2022-03-18,North Battleford,North Battleford,covN2,mixed,43.64,52.61,47
2022-03-21,North Battleford,North Battleford,covN2,mixed,7.62,35.3466666666667,47
2022-03-23,North Battleford,North Battleford,covN2,mixed,10.04,20.4333333333333,47
2022-03-25,North Battleford,North Battleford,covN2,mixed,7.64,8.43333333333333,47
2022-03-28,North Battleford,North Battleford,covN2,mixed,50.53,22.7366666666667,47
2022-12-10,Montreal North,Montreal,covN2,solid,11.929795,29.2853475,24
2022-12-14,Montreal North,Montreal,covN2,solid,21.85221,16.8910025,24
2022-12-17,Montreal North,Montreal,covN2,solid,17.56538,19.708795,24
2022-12-21,Montreal North,Montreal,covN2,solid,23.973595,20.7694875,24
2022-12-24,Montreal North,Montreal,covN2,solid,15.852405,19.913,24
2022-12-28,Montreal North,Montreal,covN2,solid,31.45989,23.6561475,24
2022-12-31,Montreal North,Montreal,covN2,solid,18.479085,24.9694875,24
2023-01-04,Montreal North,Montreal,covN2,solid,17.380855,17.92997,24
2023-01-07,Montreal North,Montreal,covN2,solid,8.55447,12.9676625,24
2023-01-11,Montreal North,Montreal,covN2,solid,85.57474,47.064605,24
2023-01-14,Montreal North,Montreal,covN2,solid,36.725815,61.1502775,24
2023-01-18,Montreal North,Montreal,covN2,solid,9.85766,23.2917375,24
2023-01-21,Montreal North,Montreal,covN2,solid,7.021845,8.4397525,24
2023-01-25,Montreal North,Montreal,covN2,solid,8.48762,7.7547325,24
2023-01-28,Montreal North,Montreal,covN2,solid,12.341645,10.4146325,24
2023-02-01,Montreal North,Montreal,covN2,solid,23.89505,18.1183475,24
2023-02-04,Montreal North,Montreal,covN2,solid,32.25477,28.07491,24
2023-02-08,Montreal North,Montreal,covN2,solid,45.385555,38.8201625,24
2023-02-11,Montreal North,Montreal,covN2,solid,21.30992,33.3477375,24
2023-02-15,Montreal North,Montreal,covN2,solid,25.463765,23.3868425,24
2023-02-18,Montreal North,Montreal,covN2,solid,24.54821,25.0059875,24
2023-02-22,Montreal North,Montreal,covN2,solid,22.94114,23.744675,24
2023-02-25,Montreal North,Montreal,covN2,solid,15.126535,19.0338375,24
2023-03-01,Montreal North,Montreal,covN2,solid,42.922455,29.024495,24
2023-03-04,Montreal North,Montreal,covN2,solid,11.035965,26.97921,24
2023-03-08,Montreal North,Montreal,covN2,solid,20.58999,15.8129775,24
2023-03-11,Montreal North,Montreal,covN2,solid,16.49659,18.54329,24
2023-03-15,Montreal North,Montreal,covN2,solid,13.85191,15.17425,24
2023-03-18,Montreal North,Montreal,covN2,solid,7.163315,10.5076125,24
2023-03-22,Montreal North,Montreal,covN2,solid,11.22429,9.1938025,24
2023-03-25,Montreal North,Montreal,covN2,solid,11.44447,11.33438,24
2023-03-29,Montreal North,Montreal,covN2,solid,3.41698,7.430725,24
2023-04-01,Montreal North,Montreal,covN2,solid,9.805575,6.6112775,24
2023-04-05,Montreal North,Montreal,covN2,solid,14.76346,12.2845175,24
2023-04-08,Montreal North,Montreal,covN2,solid,7.186645,10.9750525,24
2023-04-12,Montreal North,Montreal,covN2,solid,1.30343,4.2450375,24
2023-04-15,Montreal North,Montreal,covN2,solid,22.591395,11.9474125,24
2023-04-19,Montreal North,Montreal,covN2,solid,31.52186,27.0566275,24
2023-04-22,Montreal North,Montreal,covN2,solid,14.701185,23.1115225,24
2023-04-26,Montreal North,Montreal,covN2,solid,13.82285,14.2620175,24
2023-04-29,Montreal North,Montreal,covN2,solid,44.209885,29.0163675,24
2023-05-03,Montreal North,Montreal,covN2,solid,4.61286,24.4113725,24
2023-05-06,Montreal North,Montreal,covN2,solid,9.96323,7.288045,24
2023-05-10,Montreal North,Montreal,covN2,solid,7.344915,8.6540725,24
2023-05-13,Montreal North,Montreal,covN2,solid,4.375775,5.860345,24
2023-05-17,Montreal North,Montreal,covN2,solid,11.83547,8.1056225,24
2023-05-20,Montreal North,Montreal,covN2,solid,8.50804,10.171755,24
2023-05-24,Montreal North,Montreal,covN2,solid,3.20953,5.858785,24
2023-05-27,Montreal North,Montreal,covN2,solid,5.36448,4.287005,24
2023-05-31,Montreal North,Montreal,covN2,solid,9.549345,7.4569125,24
2023-06-03,Montreal North,Montreal,covN2,solid,24.269655,16.9095,24
2023-06-07,Montreal North,Montreal,covN2,solid,6.433965,15.35181,24
2023-06-10,Montreal North,Montreal,covN2,solid,13.362255,9.89811,24
2023-06-14,Montreal North,Montreal,covN2,solid,1.961935,7.662095,24
2023-06-17,Montreal North,Montreal,covN2,solid,6.33749,4.1497125,24
2023-06-21,Montreal North,Montreal,covN2,solid,11.578115,8.9578025,24
2023-06-24,Montreal North,Montreal,covN2,solid,2.35898,6.9685475,24
2023-06-28,Montreal North,Montreal,covN2,solid,5.97095,4.164965,24
2023-07-01,Montreal North,Montreal,covN2,solid,1.34354,3.657245,24
2022-03-30,North Battleford,North Battleford,covN2,mixed,29.51,29.2266666666667,47
2022-04-01,North Battleford,North Battleford,covN2,mixed,38.64,39.56,47
2022-04-04,North Battleford,North Battleford,covN2,mixed,58.42,42.19,47
2022-04-06,North Battleford,North Battleford,covN2,mixed,14.55,37.2033333333333,47
2022-04-09,North Battleford,North Battleford,covN2,mixed,31.85,34.94,47
2022-04-14,North Battleford,North Battleford,covN2,mixed,43.91,37.88,47
2022-04-15,North Battleford,North Battleford,covN2,mixed,54.77,43.51,47
2022-04-17,North Battleford,North Battleford,covN2,mixed,89.04,62.5733333333333,47
2022-04-18,North Battleford,North Battleford,covN2,mixed,43.91,57.9075,47
2022-04-20,North Battleford,North Battleford,covN2,mixed,40.6,54.446,47
2022-04-22,North Battleford,North Battleford,covN2,mixed,66.74,60.0725,47
2022-04-25,North Battleford,North Battleford,covN2,mixed,47.32,51.5533333333333,47
2022-04-27,North Battleford,North Battleford,covN2,mixed,24.8,46.2866666666667,47
2022-04-29,North Battleford,North Battleford,covN2,mixed,4.21,25.4433333333333,47
2022-05-04,North Battleford,North Battleford,covN2,mixed,27.19,15.7,47
2022-05-06,North Battleford,North Battleford,covN2,mixed,8.19,17.69,47
2022-05-08,North Battleford,North Battleford,covN2,mixed,25.3,20.2266666666667,47
2022-05-09,North Battleford,North Battleford,covN2,mixed,7.59,17.0675,47
2022-05-11,North Battleford,North Battleford,covN2,mixed,5.27,11.5875,47
2022-05-13,North Battleford,North Battleford,covN2,mixed,1.08,9.81,47
2022-05-17,North Battleford,North Battleford,covN2,mixed,15.42,7.25666666666667,47
2022-05-19,North Battleford,North Battleford,covN2,mixed,8.32,8.27333333333333,47
2022-05-22,North Battleford,North Battleford,covN2,mixed,20.4,14.7133333333333,47
2022-05-23,North Battleford,North Battleford,covN2,mixed,9.07,13.3025,47
2022-05-25,North Battleford,North Battleford,covN2,mixed,3.53,10.33,47
2022-05-27,North Battleford,North Battleford,covN2,mixed,3.53,9.1325,47
2022-05-30,North Battleford,North Battleford,covN2,mixed,1.76,2.94,47
2022-06-01,North Battleford,North Battleford,covN2,mixed,3.72,3.00333333333333,47
2022-06-03,North Battleford,North Battleford,covN2,mixed,4.61,3.36333333333333,47
2022-06-06,North Battleford,North Battleford,covN2,mixed,2.54,3.62333333333333,47
2022-06-08,North Battleford,North Battleford,covN2,mixed,1.62,2.92333333333333,47
2022-06-10,North Battleford,North Battleford,covN2,mixed,9.82,4.66,47
2022-06-13,North Battleford,North Battleford,covN2,mixed,4.11,5.18333333333333,47
2022-06-15,North Battleford,North Battleford,covN2,mixed,3.92,5.95,47
2022-06-17,North Battleford,North Battleford,covN2,mixed,2.62,3.55,47
2022-06-20,North Battleford,North Battleford,covN2,mixed,3.92,3.48666666666667,47
2022-06-23,North Battleford,North Battleford,covN2,mixed,6.54,4.36,47
2022-06-24,North Battleford,North Battleford,covN2,mixed,3.48,4.64666666666667,47
2022-06-27,North Battleford,North Battleford,covN2,mixed,2.74,4.25333333333333,47
2022-06-29,North Battleford,North Battleford,covN2,mixed,0,3.19,47
2022-07-01,North Battleford,North Battleford,covN2,mixed,13.98,5.57333333333333,47
2022-07-05,North Battleford,North Battleford,covN2,mixed,8.06,7.34666666666667,47
2022-07-06,North Battleford,North Battleford,covN2,mixed,3.7,8.58,47
2022-07-08,North Battleford,North Battleford,covN2,mixed,4.5,5.42,47
2022-07-15,North Battleford,North Battleford,covN2,mixed,8.91,8.91,47
2022-07-18,North Battleford,North Battleford,covN2,mixed,7.55,8.23,47
2022-07-22,North Battleford,North Battleford,covN2,mixed,19.34,13.445,47
2022-07-25,North Battleford,North Battleford,covN2,mixed,18.29,18.815,47
2022-07-27,North Battleford,North Battleford,covN2,mixed,4.06,13.8966666666667,47
2022-07-29,North Battleford,North Battleford,covN2,mixed,6.62,9.65666666666667,47
2022-08-01,North Battleford,North Battleford,covN2,mixed,23.89,11.5233333333333,47
2022-08-04,North Battleford,North Battleford,covN2,mixed,22.28,17.5966666666667,47
2022-08-06,North Battleford,North Battleford,covN2,mixed,13.35,19.84,47
2022-08-08,North Battleford,North Battleford,covN2,mixed,15.02,16.8833333333333,47
2022-08-10,North Battleford,North Battleford,covN2,mixed,5.29,13.985,47
2022-08-12,North Battleford,North Battleford,covN2,mixed,37.12,17.695,47
2022-08-15,North Battleford,North Battleford,covN2,mixed,30.55,24.32,47
2022-08-17,North Battleford,North Battleford,covN2,mixed,16.5,28.0566666666667,47
2022-08-19,North Battleford,North Battleford,covN2,mixed,28.12,25.0566666666667,47
2022-08-22,North Battleford,North Battleford,covN2,mixed,11.29,18.6366666666667,47
2022-08-24,North Battleford,North Battleford,covN2,mixed,9.39,16.2666666666667,47
2022-08-26,North Battleford,North Battleford,covN2,mixed,18.61,13.0966666666667,47
2022-08-29,North Battleford,North Battleford,covN2,mixed,20.45,16.15,47
2022-09-02,North Battleford,North Battleford,covN2,mixed,45.51,32.98,47
